age,height_rounded,weight_rounded,veges_freq,main_meals_num,daily_water_consumption,physical_activity_freq,tech_devices_usage,high_kcal_food,transport_used,snacks_consuming,smoking,kcal_monitoring,alcohol_consumption,gender,bmi
21,1.76,53.7,Sometimes,More than 3,1-2L,2-4 days,>5h,yes,Public_Transportation,Frequently,no,no,no,Female,15.255681818181818
23,1.73,51.44,Sometimes,Three,<1L,1-2 days,>5h,yes,Public_Transportation,Frequently,no,no,no,Female,14.867052023121387
20,1.66,49.84,Never,Three,<1L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,15.012048192771086
19,1.7,50.0,Never,Three,<1L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,14.705882352941178
20,1.66,49.93,Sometimes,Three,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,15.039156626506024
30,1.61,49.52,Sometimes,More than 3,1-2L,1-2 days,0-2h,yes,Public_Transportation,Frequently,no,no,no,Female,15.378881987577639
33,1.64,46.66,Always,Three,>2L,1-2 days,0-2h,yes,Public_Transportation,Frequently,no,no,no,Female,14.22560975609756
25,1.65,49.84,Always,More than 3,>2L,0 days,0-2h,yes,Public_Transportation,Frequently,no,no,no,Female,15.103030303030305
18,1.71,51.59,Sometimes,One/Two,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,15.084795321637428
17,1.75,50.0,Sometimes,More than 3,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,14.285714285714286
17,1.69,52.63,Sometimes,One/Two,>2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,15.571005917159765
18,1.75,51.46,Always,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,14.702857142857143
18,1.78,50.87,Sometimes,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,14.289325842696629
18,1.76,52.33,Always,Three,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,14.866477272727272
18,1.84,58.94,Always,More than 3,1-2L,4-5 days,3-5h,yes,Automobile,Sometimes,no,no,no,Male,16.016304347826086
20,1.77,57.79,Sometimes,More than 3,>2L,4-5 days,>5h,yes,Automobile,Sometimes,no,no,no,Male,16.324858757062145
19,1.78,57.15,Sometimes,Three,1-2L,4-5 days,>5h,yes,Automobile,Sometimes,no,no,no,Male,16.053370786516854
18,1.64,43.37,Always,Three,>2L,2-4 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,13.222560975609756
18,1.58,44.41,Always,Three,1-2L,4-5 days,>5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,14.053797468354428
17,1.82,47.12,Always,Three,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,12.945054945054943
18,1.79,59.68,Always,More than 3,1-2L,4-5 days,0-2h,yes,Automobile,Sometimes,no,no,no,Male,16.670391061452513
18,1.81,58.97,Always,More than 3,1-2L,4-5 days,0-2h,yes,Automobile,Sometimes,no,no,no,Male,16.290055248618785
20,1.77,55.7,Sometimes,More than 3,1-2L,4-5 days,>5h,yes,Automobile,Sometimes,no,no,no,Male,15.73446327683616
23,1.7,54.99,Always,Three,1-2L,0 days,3-5h,yes,Public_Transportation,Frequently,no,no,no,Female,16.173529411764708
21,1.76,55.01,Always,More than 3,>2L,4-5 days,3-5h,yes,Public_Transportation,Frequently,no,no,no,Female,15.627840909090908
23,1.74,54.17,Always,Three,1-2L,4-5 days,0-2h,yes,Public_Transportation,Frequently,no,no,no,Female,15.566091954022989
20,1.74,49.65,Always,More than 3,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,14.267241379310345
18,1.65,49.6,Always,More than 3,<1L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,15.030303030303031
20,1.77,49.6,Always,More than 3,<1L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,14.01129943502825
19,1.7,50.0,Never,More than 3,<1L,1-2 days,3-5h,yes,Public_Transportation,Frequently,no,no,Sometimes,Female,14.705882352941178
20,1.7,49.68,Never,More than 3,1-2L,4-5 days,3-5h,yes,Public_Transportation,Frequently,no,no,Sometimes,Female,14.611764705882353
18,1.74,50.0,Never,More than 3,<1L,4-5 days,3-5h,yes,Public_Transportation,Frequently,no,no,Sometimes,Female,14.367816091954023
20,1.59,42.37,Always,Three,<1L,4-5 days,0-2h,no,Public_Transportation,Frequently,no,no,Sometimes,Female,13.323899371069182
20,1.53,42.0,Always,One/Two,<1L,1-2 days,0-2h,no,Public_Transportation,Frequently,no,no,Sometimes,Female,13.72549019607843
19,1.53,42.0,Always,One/Two,1-2L,0 days,3-5h,no,Public_Transportation,Frequently,no,no,Sometimes,Female,13.72549019607843
17,1.85,59.41,Sometimes,Three,1-2L,2-4 days,3-5h,yes,Automobile,Sometimes,no,no,no,Male,16.056756756756755
17,1.82,59.3,Sometimes,Three,1-2L,4-5 days,3-5h,yes,Automobile,Sometimes,no,no,no,Male,16.29120879120879
19,1.86,59.26,Always,Three,1-2L,4-5 days,3-5h,yes,Automobile,Sometimes,no,no,no,Male,15.930107526881718
23,1.72,50.0,Sometimes,More than 3,<1L,1-2 days,0-2h,yes,Public_Transportation,Frequently,no,no,no,Female,14.534883720930234
22,1.68,49.95,Always,Three,>2L,1-2 days,3-5h,yes,Public_Transportation,Frequently,no,no,no,Female,14.86607142857143
23,1.72,51.07,Sometimes,Three,<1L,4-5 days,>5h,yes,Public_Transportation,Frequently,no,no,no,Female,14.845930232558139
18,1.71,50.0,Sometimes,Three,<1L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,14.619883040935672
18,1.7,50.0,Never,Three,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,14.705882352941178
19,1.7,50.0,Sometimes,More than 3,<1L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,14.705882352941178
19,1.57,39.85,Never,One/Two,<1L,1-2 days,>5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,12.69108280254777
20,1.53,39.37,Sometimes,Three,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,12.866013071895424
21,1.53,40.34,Always,Three,<1L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,13.183006535947714
20,1.77,56.31,Sometimes,More than 3,1-2L,4-5 days,3-5h,yes,Automobile,Sometimes,no,no,no,Male,15.90677966101695
18,1.88,60.0,Always,More than 3,1-2L,4-5 days,0-2h,yes,Automobile,Sometimes,no,no,no,Male,15.957446808510639
19,1.82,58.62,Sometimes,More than 3,>2L,4-5 days,3-5h,yes,Automobile,Sometimes,no,no,no,Male,16.104395604395602
18,1.84,60.0,Always,More than 3,1-2L,4-5 days,0-2h,yes,Automobile,Sometimes,no,no,no,Male,16.304347826086957
18,1.82,58.33,Always,More than 3,1-2L,4-5 days,0-2h,yes,Automobile,Sometimes,no,no,no,Male,16.024725274725274
18,1.8,59.61,Sometimes,More than 3,1-2L,4-5 days,0-2h,yes,Automobile,Sometimes,no,no,no,Male,16.558333333333334
18,1.71,50.93,Sometimes,Three,1-2L,0 days,>5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,14.891812865497077
18,1.71,51.12,Sometimes,Three,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,14.947368421052632
18,1.72,51.15,Sometimes,Three,<1L,1-2 days,>5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,14.869186046511627
20,1.56,44.19,Always,Three,<1L,1-2 days,0-2h,no,Public_Transportation,Frequently,no,yes,Sometimes,Female,14.163461538461537
20,1.6,45.0,Always,Three,<1L,4-5 days,0-2h,no,Public_Transportation,Frequently,no,yes,Sometimes,Female,14.0625
20,1.6,45.0,Always,Three,>2L,1-2 days,0-2h,no,Public_Transportation,Frequently,no,yes,Sometimes,Female,14.0625
20,1.54,42.0,Always,One/Two,<1L,0 days,0-2h,yes,Public_Transportation,Frequently,no,no,Sometimes,Female,13.636363636363637
19,1.54,42.0,Always,One/Two,<1L,1-2 days,3-5h,yes,Public_Transportation,Frequently,no,no,Sometimes,Female,13.636363636363637
20,1.52,42.0,Always,One/Two,1-2L,0 days,3-5h,yes,Public_Transportation,Frequently,no,no,Sometimes,Female,13.81578947368421
18,1.72,51.73,Never,Three,<1L,0 days,>5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,15.037790697674417
19,1.75,54.12,Sometimes,Three,1-2L,4-5 days,>5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,15.462857142857143
18,1.7,50.16,Sometimes,Three,<1L,1-2 days,>5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,14.752941176470587
20,1.75,55.0,Sometimes,Three,>2L,4-5 days,>5h,yes,Public_Transportation,Sometimes,no,no,no,Male,15.714285714285714
22,1.67,49.98,Always,Three,>2L,1-2 days,3-5h,yes,Public_Transportation,Frequently,no,no,no,Female,14.964071856287426
23,1.59,44.05,Always,Three,>2L,4-5 days,0-2h,no,Public_Transportation,Frequently,no,no,no,Female,13.852201257861633
24,1.58,44.38,Sometimes,One/Two,1-2L,1-2 days,0-2h,no,Public_Transportation,Frequently,no,no,no,Female,14.044303797468354
20,1.6,45.0,Always,Three,>2L,1-2 days,0-2h,no,Public_Transportation,Frequently,no,yes,Sometimes,Female,14.0625
21,1.55,41.56,Always,One/Two,<1L,0 days,0-2h,yes,Public_Transportation,Frequently,no,no,Sometimes,Female,13.406451612903226
21,1.53,41.97,Always,One/Two,<1L,0 days,0-2h,yes,Public_Transportation,Frequently,no,no,Sometimes,Female,13.715686274509803
21,1.73,49.82,Always,More than 3,<1L,4-5 days,3-5h,no,Public_Transportation,Frequently,no,no,no,Female,14.398843930635838
21,1.87,63.2,Always,More than 3,>2L,4-5 days,0-2h,yes,Automobile,Sometimes,no,no,Sometimes,Male,16.898395721925134
22,1.69,51.26,Always,Three,1-2L,0 days,3-5h,yes,Public_Transportation,Frequently,no,no,no,Female,15.165680473372781
19,1.59,40.2,Sometimes,One/Two,<1L,0 days,>5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,12.641509433962264
20,1.65,49.03,Always,Three,1-2L,4-5 days,3-5h,no,Public_Transportation,Sometimes,no,no,Sometimes,Female,14.85757575757576
23,1.74,53.66,Sometimes,Three,1-2L,4-5 days,3-5h,yes,Public_Transportation,Frequently,no,no,no,Female,15.419540229885056
19,1.7,50.0,Never,Three,<1L,1-2 days,3-5h,yes,Public_Transportation,Frequently,no,no,Sometimes,Female,14.705882352941178
35,1.69,50.0,Always,More than 3,1-2L,0 days,0-2h,yes,Public_Transportation,Frequently,no,no,no,Female,14.792899408284024
17,1.69,50.0,Sometimes,One/Two,>2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,14.792899408284024
18,1.79,51.55,Always,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,14.399441340782122
18,1.81,58.83,Sometimes,More than 3,1-2L,4-5 days,3-5h,yes,Automobile,Sometimes,no,no,no,Male,16.251381215469614
17,1.83,43.53,Always,Three,>2L,2-4 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,11.89344262295082
18,1.78,56.03,Sometimes,More than 3,1-2L,4-5 days,3-5h,yes,Automobile,Sometimes,no,no,no,Male,15.73876404494382
23,1.75,55.97,Sometimes,Three,1-2L,4-5 days,0-2h,yes,Public_Transportation,Frequently,no,no,no,Female,15.991428571428571
18,1.79,50.0,Always,More than 3,<1L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,13.966480446927374
20,1.71,50.0,Never,More than 3,<1L,4-5 days,3-5h,yes,Public_Transportation,Frequently,no,no,Sometimes,Female,14.619883040935672
19,1.54,42.01,Always,Three,<1L,4-5 days,0-2h,no,Public_Transportation,Frequently,no,yes,Sometimes,Female,13.63961038961039
18,1.9,59.9,Always,Three,1-2L,2-4 days,3-5h,yes,Automobile,Sometimes,no,no,no,Male,15.763157894736842
23,1.71,50.08,Sometimes,Three,>2L,0 days,>5h,yes,Public_Transportation,Frequently,no,no,no,Female,14.64327485380117
18,1.7,50.63,Sometimes,Three,1-2L,0 days,>5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,14.891176470588237
20,1.56,39.7,Sometimes,One/Two,1-2L,4-5 days,>5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,12.724358974358974
18,1.85,60.0,Always,More than 3,1-2L,4-5 days,0-2h,yes,Automobile,Sometimes,no,no,no,Male,16.216216216216214
18,1.83,59.99,Always,More than 3,1-2L,4-5 days,0-2h,yes,Automobile,Sometimes,no,no,no,Male,16.39071038251366
18,1.72,52.51,Sometimes,Three,1-2L,0 days,>5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,15.26453488372093
21,1.61,44.66,Always,Three,<1L,1-2 days,0-2h,no,Public_Transportation,Frequently,no,yes,Sometimes,Female,13.869565217391303
20,1.53,42.0,Always,One/Two,1-2L,0 days,3-5h,yes,Public_Transportation,Frequently,no,no,Sometimes,Female,13.72549019607843
18,1.72,52.06,Sometimes,Three,1-2L,0 days,>5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,15.13372093023256
20,1.76,54.98,Sometimes,More than 3,>2L,4-5 days,>5h,yes,Public_Transportation,Sometimes,no,no,no,Male,15.619318181818182
18,1.77,55.7,Sometimes,More than 3,1-2L,4-5 days,>5h,yes,Automobile,Sometimes,no,no,no,Male,15.73446327683616
22,1.77,56.27,Sometimes,More than 3,1-2L,4-5 days,3-5h,yes,Public_Transportation,Frequently,no,no,no,Female,15.8954802259887
23,1.7,51.44,Always,Three,1-2L,4-5 days,3-5h,yes,Public_Transportation,Frequently,no,no,no,Female,15.129411764705882
21,1.67,49.8,Always,Three,1-2L,4-5 days,3-5h,yes,Public_Transportation,Frequently,no,no,no,Female,14.910179640718562
23,1.72,51.88,Always,Three,<1L,1-2 days,3-5h,yes,Public_Transportation,Frequently,no,no,no,Female,15.08139534883721
22,1.59,44.24,Always,One/Two,>2L,1-2 days,0-2h,no,Public_Transportation,Frequently,no,no,no,Female,13.91194968553459
24,1.6,42.99,Always,Three,1-2L,4-5 days,0-2h,no,Public_Transportation,Frequently,no,no,no,Female,13.434375
22,1.59,44.01,Always,One/Two,>2L,1-2 days,0-2h,no,Public_Transportation,Frequently,no,no,no,Female,13.839622641509433
22,1.56,42.36,Sometimes,One/Two,<1L,0 days,0-2h,no,Public_Transportation,Frequently,no,no,no,Female,13.576923076923077
24,1.6,44.59,Always,One/Two,1-2L,0 days,0-2h,no,Public_Transportation,Frequently,no,no,no,Female,13.934375000000001
23,1.6,44.92,Always,One/Two,1-2L,1-2 days,0-2h,no,Public_Transportation,Frequently,no,no,no,Female,14.0375
19,1.63,45.0,Always,Three,>2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,yes,Sometimes,Female,13.803680981595093
19,1.56,42.13,Always,One/Two,1-2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,no,Female,13.503205128205128
20,1.55,42.07,Always,One/Two,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,no,Female,13.570967741935483
20,1.57,41.71,Always,One/Two,<1L,0 days,3-5h,yes,Public_Transportation,Frequently,no,no,Sometimes,Female,13.28343949044586
21,1.52,42.0,Always,One/Two,<1L,0 days,0-2h,yes,Public_Transportation,Frequently,no,no,Sometimes,Female,13.81578947368421
20,1.6,44.81,Always,Three,<1L,1-2 days,0-2h,no,Public_Transportation,Frequently,no,yes,Sometimes,Female,14.003125
21,1.56,41.95,Always,One/Two,<1L,0 days,3-5h,yes,Public_Transportation,Frequently,no,no,Sometimes,Female,13.445512820512821
21,1.52,42.0,Always,One/Two,<1L,0 days,0-2h,yes,Public_Transportation,Frequently,no,no,Sometimes,Female,13.81578947368421
21,1.52,42.0,Always,One/Two,<1L,0 days,0-2h,yes,Public_Transportation,Frequently,no,no,Sometimes,Female,13.81578947368421
22,1.69,51.11,Always,More than 3,1-2L,0 days,3-5h,yes,Public_Transportation,Frequently,no,no,no,Female,15.121301775147929
22,1.74,50.48,Always,Three,<1L,1-2 days,0-2h,yes,Public_Transportation,Frequently,no,no,no,Female,14.50574712643678
19,1.73,50.0,Never,Three,<1L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,14.450867052023122
23,1.87,61.41,Always,Three,1-2L,4-5 days,0-2h,yes,Automobile,Sometimes,no,no,Sometimes,Male,16.419786096256683
20,1.85,61.26,Always,More than 3,>2L,1-2 days,0-2h,yes,Automobile,Sometimes,no,no,Sometimes,Male,16.556756756756755
22,1.79,58.59,Always,Three,1-2L,4-5 days,>5h,yes,Automobile,Sometimes,no,no,no,Male,16.3659217877095
19,1.79,52.0,Always,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,14.525139664804469
22,1.71,51.71,Always,Three,<1L,4-5 days,0-2h,yes,Public_Transportation,Frequently,no,no,no,Female,15.119883040935672
19,1.7,51.69,Always,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,15.202941176470588
19,1.53,41.67,Always,One/Two,<1L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,13.617647058823529
20,1.57,41.93,Sometimes,One/Two,1-2L,0 days,>5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,13.353503184713375
19,1.54,41.54,Always,One/Two,<1L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,13.487012987012987
20,1.67,49.8,Always,Three,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,14.910179640718562
20,1.68,49.11,Always,Three,1-2L,4-5 days,3-5h,no,Public_Transportation,Sometimes,no,no,Sometimes,Female,14.616071428571429
20,1.67,49.13,Always,Three,1-2L,4-5 days,3-5h,no,Public_Transportation,Sometimes,no,no,Sometimes,Female,14.709580838323355
23,1.7,50.17,Always,Three,1-2L,1-2 days,>5h,yes,Public_Transportation,Frequently,no,no,no,Female,14.755882352941178
21,1.76,54.57,Sometimes,More than 3,>2L,4-5 days,>5h,yes,Public_Transportation,Sometimes,no,no,no,Male,15.502840909090908
23,1.7,51.61,Always,Three,1-2L,0 days,>5h,yes,Public_Transportation,Frequently,no,no,no,Female,15.179411764705883
20,1.69,49.9,Never,Three,<1L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,14.763313609467456
19,1.71,50.0,Never,Three,<1L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,14.619883040935672
20,1.67,49.71,Always,Three,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,14.883233532934133
28,1.66,49.56,Sometimes,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Frequently,no,no,no,Female,14.927710843373495
26,1.63,46.06,Always,Three,1-2L,4-5 days,0-2h,yes,Public_Transportation,Frequently,no,no,no,Female,14.128834355828223
23,1.66,50.42,Always,More than 3,1-2L,0 days,0-2h,yes,Public_Transportation,Frequently,no,no,no,Female,15.186746987951809
18,1.73,51.22,Sometimes,Three,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,14.803468208092486
17,1.74,50.0,Sometimes,Three,<1L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,14.367816091954023
18,1.76,52.09,Sometimes,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,14.798295454545455
18,1.79,51.52,Always,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,14.391061452513966
18,1.77,51.13,Always,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,14.443502824858758
19,1.7,52.09,Always,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,15.32058823529412
18,1.83,58.91,Always,More than 3,1-2L,4-5 days,0-2h,yes,Automobile,Sometimes,no,no,no,Male,16.095628415300546
20,1.79,58.2,Always,Three,1-2L,4-5 days,3-5h,yes,Automobile,Sometimes,no,no,no,Male,16.256983240223462
19,1.78,57.28,Sometimes,More than 3,>2L,4-5 days,>5h,yes,Automobile,Sometimes,no,no,no,Male,16.089887640449437
19,1.61,42.66,Always,Three,>2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,yes,no,Female,13.248447204968942
17,1.78,44.76,Always,Three,1-2L,4-5 days,>5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,12.573033707865168
17,1.71,45.25,Always,Three,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,13.230994152046783
18,1.85,59.88,Always,More than 3,1-2L,4-5 days,0-2h,yes,Automobile,Sometimes,no,no,no,Male,16.183783783783785
18,1.82,59.61,Always,More than 3,1-2L,4-5 days,0-2h,yes,Automobile,Sometimes,no,no,no,Male,16.376373626373624
20,1.76,55.51,Sometimes,More than 3,>2L,4-5 days,>5h,yes,Automobile,Sometimes,no,no,no,Male,15.769886363636363
23,1.73,54.84,Always,Three,1-2L,1-2 days,0-2h,yes,Public_Transportation,Frequently,no,no,no,Female,15.84971098265896
21,1.76,55.0,Always,More than 3,>2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,no,Male,15.625
23,1.74,54.88,Always,Three,1-2L,4-5 days,0-2h,yes,Public_Transportation,Frequently,no,no,no,Female,15.770114942528737
20,1.73,49.65,Always,More than 3,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,14.349710982658959
17,1.75,49.93,Sometimes,More than 3,<1L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,14.265714285714285
20,1.76,49.7,Sometimes,Three,<1L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,14.119318181818183
19,1.7,50.09,Sometimes,Three,<1L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,14.732352941176472
20,1.7,49.98,Never,More than 3,<1L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,14.7
19,1.72,50.0,Never,More than 3,<1L,4-5 days,3-5h,yes,Public_Transportation,Frequently,no,no,Sometimes,Female,14.534883720930234
20,1.59,42.54,Always,Three,<1L,1-2 days,0-2h,no,Public_Transportation,Frequently,no,yes,Sometimes,Female,13.377358490566037
21,1.52,42.0,Always,One/Two,<1L,0 days,0-2h,yes,Public_Transportation,Frequently,no,no,Sometimes,Female,13.81578947368421
20,1.52,42.0,Always,One/Two,1-2L,0 days,3-5h,yes,Public_Transportation,Frequently,no,no,Sometimes,Female,13.81578947368421
17,1.84,59.31,Sometimes,Three,1-2L,2-4 days,3-5h,yes,Automobile,Sometimes,no,no,no,Male,16.116847826086957
18,1.85,59.62,Always,More than 3,1-2L,4-5 days,3-5h,yes,Automobile,Sometimes,no,no,no,Male,16.113513513513514
18,1.85,59.21,Always,More than 3,1-2L,4-5 days,3-5h,yes,Automobile,Sometimes,no,no,no,Male,16.002702702702702
22,1.72,50.0,Always,More than 3,<1L,1-2 days,0-2h,yes,Public_Transportation,Frequently,no,no,no,Female,14.534883720930234
22,1.7,50.17,Always,Three,>2L,1-2 days,3-5h,yes,Public_Transportation,Frequently,no,no,no,Female,14.755882352941178
23,1.72,51.49,Sometimes,Three,<1L,4-5 days,>5h,yes,Public_Transportation,Frequently,no,no,no,Female,14.968023255813954
18,1.71,50.0,Sometimes,Three,<1L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,14.619883040935672
18,1.76,50.28,Sometimes,Three,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,14.28409090909091
19,1.7,50.0,Never,Three,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,14.705882352941178
19,1.57,41.22,Sometimes,One/Two,1-2L,0 days,>5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,13.127388535031846
20,1.54,39.1,Never,Three,1-2L,4-5 days,>5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,12.694805194805195
21,1.53,41.27,Always,Three,<1L,0 days,0-2h,yes,Public_Transportation,Frequently,no,no,Sometimes,Female,13.486928104575163
20,1.76,55.37,Sometimes,More than 3,>2L,4-5 days,>5h,yes,Automobile,Sometimes,no,no,no,Male,15.730113636363635
18,1.84,60.0,Always,More than 3,1-2L,4-5 days,0-2h,yes,Automobile,Sometimes,no,no,no,Male,16.304347826086957
19,1.86,58.67,Sometimes,More than 3,1-2L,4-5 days,3-5h,yes,Automobile,Sometimes,no,no,no,Male,15.771505376344086
18,1.83,59.93,Always,More than 3,1-2L,4-5 days,0-2h,yes,Automobile,Sometimes,no,no,no,Male,16.37431693989071
18,1.82,58.44,Always,Three,1-2L,4-5 days,3-5h,yes,Automobile,Sometimes,no,no,no,Male,16.054945054945055
18,1.81,59.24,Sometimes,More than 3,1-2L,4-5 days,0-2h,yes,Automobile,Sometimes,no,no,no,Male,16.364640883977902
18,1.71,50.66,Sometimes,Three,1-2L,1-2 days,>5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,14.812865497076023
18,1.71,51.31,Never,Three,1-2L,0 days,>5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,15.002923976608189
18,1.74,50.95,Sometimes,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,14.64080459770115
20,1.57,44.32,Always,Three,<1L,1-2 days,0-2h,no,Public_Transportation,Frequently,no,yes,Sometimes,Female,14.114649681528663
20,1.58,44.75,Always,Three,<1L,1-2 days,0-2h,no,Public_Transportation,Frequently,no,yes,Sometimes,Female,14.16139240506329
20,1.6,45.0,Always,Three,1-2L,1-2 days,0-2h,no,Public_Transportation,Frequently,no,yes,Sometimes,Female,14.0625
20,1.54,42.0,Always,One/Two,<1L,0 days,3-5h,yes,Public_Transportation,Frequently,no,no,Sometimes,Female,13.636363636363637
19,1.53,42.0,Always,One/Two,<1L,0 days,3-5h,yes,Public_Transportation,Frequently,no,no,Sometimes,Female,13.72549019607843
20,1.53,42.0,Always,One/Two,1-2L,0 days,3-5h,yes,Public_Transportation,Frequently,no,no,Sometimes,Female,13.72549019607843
18,1.72,52.29,Never,Three,1-2L,0 days,>5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,15.200581395348838
19,1.72,53.78,Sometimes,Three,1-2L,1-2 days,>5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,15.633720930232558
18,1.74,50.25,Sometimes,Three,<1L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,14.439655172413794
27,1.82,86.96,Sometimes,One/Two,1-2L,4-5 days,3-5h,yes,Automobile,Sometimes,no,no,no,Male,23.890109890109887
22,1.64,70.0,Sometimes,One/Two,1-2L,1-2 days,0-2h,yes,Public_Transportation,no,no,no,Sometimes,Male,21.34146341463415
26,1.81,85.64,Never,More than 3,1-2L,0 days,3-5h,yes,Automobile,Sometimes,no,no,no,Male,23.65745856353591
